marca,modello,ft,prezzo_min,prezzo_medio,potenza_media_kw,bagagliaio_l,consumo_medio,peso_medio_kg,lunghezza_mm,n_versioni,consumo_stimato,trazione_prevalente,larghezza_mm,altezza_mm,carrozzeria_prevalente
VOLKSWAGEN,T-Roc,full_hybrid,33900,37500.0,110.0,475.0,5.5,,4372.0,5,True,anteriore,1828.0,1573.0,Suv/Fuoristrada
VOLKSWAGEN,Taigo,petrol,26000,29475.0,85.0,440.0,4.8,,4269.0,12,False,anteriore,1757.0,1518.0,Suv/Fuoristrada
VOLVO,EX30,electric,36350,44100.0,75.0,318.0,18.0,,4233.0,26,True,posteriore,1836.0,1549.0,Suv/Fuoristrada
VOLVO,EX30 Cross Country,electric,45350,51700.0,115.0,318.0,18.0,,4233.0,5,True,integrale permanente,1837.0,1567.0,Suv/Fuoristrada
VOLVO,EX40,electric,40900,61150.0,128.0,441.0,18.0,,4440.0,11,True,posteriore,1863.0,1647.0,Suv/Fuoristrada
VOLVO,EX60,electric,65350,73400.0,259.0,523.0,22.0,,4803.0,6,True,integrale permanente,1908.0,1635.0,Suv/Fuoristrada
VOLVO,EX60 Cross Country,electric,71450,74925.0,200.0,581.0,22.0,,4811.0,2,True,integrale permanente,1899.0,1651.0,Suv/Fuoristrada
VOLVO,V60,full_hybrid,49050,67050.0,247.0,519.0,6.5,,4778.0,13,True,integrale permanente,1850.0,1427.0,station wagon
VOLVO,XC40,full_hybrid,41250,49200.0,120.0,443.0,5.5,,4440.0,11,True,anteriore,1863.0,1652.0,Suv/Fuoristrada
VOLVO,XC60,full_hybrid,58500,72550.0,247.0,468.0,6.5,,4708.0,22,True,integrale permanente,1902.0,1658.0,Suv/Fuoristrada
